0,299618434
1,300796010
2,475693524
3,453238264
4,418641071
5,16043064
6,498358491
7,154197349
8,195413637
9,16002194
10,422807985
11,438023
12,184102704
13,33679344
14,87029466
15,383825758
16,383387954
17,862068776
18,157604170
19,486198118
20,900040604
21,459646843
22,547477084
23,974558708
24,254558097
25,368579486
26,493462829
27,845102904
28,16591972
29,267989312
30,8858022
31,442592200
32,257400824
33,947759960
34,196852073
35,29646177
36,15922136
37,413332388
38,117755159
39,166094049
40,28363979
41,531640494
42,223007169
43,995452020
44,85850428
45,1042842432
46,364805437
47,1004883073
48,250842076
49,462889040
50,200293129
51,1000486495
52,22624920
53,335832794
54,77528520
55,46137662
56,384547005
57,722825599
58,83087554
59,631128691
60,610896066
61,961125284
62,161845690
63,495053365
64,302114763
65,14709812
66,595539789
67,397337275
68,1028535421
69,417833332
70,1069178154
71,167823878
72,585849333
73,877925696
74,8291932
75,50606585
76,41780152
77,309800578
78,852611210
79,20308222
80,156039467
81,53400463
82,104754590
83,194232740
84,231377654
85,142239909
86,614249086
87,988985683
88,142335653
89,417807946
90,7773732
91,471203497
92,265731317
93,607937852
94,382247829
95,170352080
96,392676979
97,428213157
98,408348854
99,98913291
100,86561552
101,831741072
102,331312863
103,416351352
104,702727668
105,465298629
106,474043803
107,629208634
108,483838785
109,737616414
110,51169895
111,868645789
112,154588620
113,834186096
114,982398253
115,13972932
116,214967682
117,947255689
118,470254611
119,493847017
120,498935613
121,49977491
122,560223770
123,863369492
124,461425627
125,348981732
126,114467204
127,548605379
128,129586152
129,290147254
130,189152524
131,463246965
132,600090702
133,91866745
134,112745297
135,442075220
136,5656162
137,974190704
138,199597851
139,1082796816
140,183559621
141,716206832
142,383292062
143,321281383
144,103087081
145,383145557
146,286841761
147,407689676
148,160557792
149,310250028
150,30062603
151,81352611
152,835763546
153,394233142
154,459680754
155,242123621
156,1127280169
157,613553896
158,49683347
159,583885189
160,610747900
161,446143453
162,317336535
163,471422290
164,118898139
165,373579998
166,955806343
167,1010894497
168,290734286
169,791874462
170,81218261
171,39721490
172,587515464
173,138867555
174,391924068
175,592579646
176,1090138922
177,36190135
178,219346690
179,405574548
180,50585331
181,72816504
182,14867242
183,72967193
184,115349856
185,987245388
186,962500717
187,869587356
188,274536794
189,132182052
190,33747826
191,187185454
192,384932218
193,198418075
194,109079114
195,288798453
196,399572723
197,538395588
198,262328083
199,52140322
200,437456557
201,400741034
202,515271142
203,22407164
204,85391583
205,144226252
206,359370934
207,249692862
208,388842116
209,567510788
210,512455607
211,1022226144
212,419617449
213,80000814
214,262898875
215,806660965
216,56466070
217,72890647
218,81239268
219,340364061
220,1174437590
221,618461223
222,302513351
223,111198123
224,617373638
225,1175825840
226,621414410
227,617487586
228,1176287881
229,617096445
230,1175879124
231,1175626327
232,616641964
233,1174734559
234,1174402410
235,1127303257
236,1174973954
237,1127105509
238,1174651890
239,105748476
240,837889771
241,1128865231
242,1130409716
243,249011468
244,176736646
245,616219148
246,208286245
247,621874598
248,1174771410
249,619810380
250,1175618972
251,616492456
252,1130384803
253,616226596
254,321581818
255,168287685
256,616230280
257,617859807
258,17656600
259,1126853088
260,1176290131
261,1176044797
262,1174361588
263,1176268088
264,616303158
265,617073588
266,190493618
267,1128360218
268,1175787168
269,616891504
270,616219934
271,1176156234
272,616229203
273,617859996
274,616230368
275,1174395410
276,619792617
277,616212964
278,1176062197
279,715004359
280,1174929679
281,1130000658
282,1175672016
283,1174564464
284,1174357490
285,435740269
286,616230896
287,617341446
288,1367487373
289,1175871572
290,214549887
291,109553706
292,1174750884
293,1370781445
294,1128822200
295,1176105391
296,1176312241
297,1175897185
298,616221152
299,349392750
300,1127241931
301,617632957
302,1174707146
303,617602292
304,1174541538
305,319293982
306,617490522
307,617367702
308,1208229229
309,1174642170
310,616300605
311,616792194
312,616211257
313,155102693
314,616223147
315,1175784950
316,616207376
317,616246319
318,616229482
319,176096243
320,909766628
321,1207753332
322,616211512
323,616684038
324,617306425
325,237036122
326,616805636
327,616211029
328,716470938
329,34589722
330,620350001
331,710998206
332,297255017
333,619466144
334,1175768702
335,621325296
336,616807239
337,617087922
338,252647855
339,1176074503
340,1127833470
341,1176344048
342,1127315730
343,257278802
344,1176340279
345,616227982
346,63417814
347,64891773
348,157769562
349,106193762
350,619018390
351,620776121
352,618981957
353,1130261916
354,618460019
355,617176526
356,1127809698
357,1174710902
358,617469944
359,21375100
360,618422144
361,377994769
362,255078443
363,1174543622
364,275881452
365,1176380456
366,1174771632
367,1174497528
368,616211779
369,616219172
370,192193390
371,1127946307
372,616851924
373,1175719664
374,1176056719
375,239895893
376,617419878
377,616910707
378,616250278
379,619522365
380,435591257
381,267092571
382,45107336
383,104657589
384,1175718902
385,1174349246
386,1176253664
387,1175898787
388,1127769554
389,616219256
390,1128254628
391,617712875
392,1174657488
393,1127297354
394,244447055
395,616285659
396,132494511
397,64968114
398,1176054547
399,616750047
400,1175791452
401,358260127
402,617453394
403,621960147
404,1127183491
405,619271078
406,499854962
407,617486653
408,1207752978
409,616217255
410,1176198690
411,619048475
412,1175767867
413,303469076
414,1126097768
415,617677309
416,1374103256
417,295394982
418,1130419537
419,300344289
420,708529440
421,396755498
422,544805302
423,616308033
424,78468090
425,1174739780
426,616328439
427,1127165334
428,1124770110
